Gene,Unnamed: 0,Count,Mean,Std,q1,q2,q3,q4,A,B
rssA,3288,598,0.410484435,0.347926692,0.026765799,0.366542751,0.70260223,0.93605948,382,216
carA,3289,417,0.004780037,0.002683107,0.002645503,0.005291005,0.00617284,0.013227513,296,121
panS,3290,419,0.016390175,0.016004167,0.001197605,0.004790419,0.033532934,0.053892216,298,121
cysNC,3291,414,0.002792537,0.003336034,0.000923361,0.002770083,0.003693444,0.046168052,293,121
group_144,3292,382,0.013300948,0.010395269,0.007246377,0.014492754,0.02173913,0.036231884,278,104
group_291,3293,411,0.08087768,0.085571392,0,0.00511509,0.16112532,0.373401535,298,113
nrdA,3294,419,0.003800998,0.036743412,0.000438596,0.000877193,0.001754386,0.569298246,298,121
group_910,3295,178,0.012434862,0.055503484,0.001727116,0.005181347,0.010362694,0.540587219,80,98
group_2562,3296,2,0,0,0,0,0,0,2,0
group_42,3298,40,0.337755615,0.226189521,0.101359338,0.41607565,0.518026005,0.901891253,30,10
rpoB,3299,416,0.004364056,0.054822394,0.000239292,0.000478583,0.000717875,0.803302225,295,121
group_1833,3300,417,0.002518548,0.002278363,0,0.003267974,0.003267974,0.009803922,296,121
group_1595,3303,5,0.007111111,0.007401479,0,0,0.014814815,0.014814815,4,1
group_1640,3305,2,0.004578755,0.004578755,0,0.004578755,0.009157509,0.009157509,2,0
group_863,3306,418,0.004328796,0.020876811,0,0.001118568,0.002237136,0.214765101,297,121
ubiB,3307,419,0.000914137,0.000758403,0,0.001322751,0.001322751,0.003306878,298,121
group_2411,3308,67,0.000175031,0.001005592,0,0,0,0.005952381,46,21
group_1873,3312,418,0,0,0,0,0,0,297,121
group_1600,3313,3,0.00617284,0.006901444,0,0,0.013888889,0.013888889,3,0
tpiA,3314,418,0.001941933,0.003256078,0,0,0.002583979,0.016795866,297,121
sbp_2,3316,416,0.004342411,0.003289982,0,0.005649718,0.005649718,0.014124294,296,120
rpsO,3317,419,0.001718765,0.003037865,0,0,0.003703704,0.011111111,298,121
tamA,3318,417,0.005186289,0.036781642,0.001048218,0.002620545,0.003144654,0.545073375,296,121
haeIIIM_1,3319,417,0.000688474,0.000779615,0,0.001007049,0.001007049,0.004028197,296,121
group_2784,3320,2,0.001253133,0.001253133,0,0.001253133,0.002506266,0.002506266,2,0
group_2451,3321,2,0,0,0,0,0,0,2,0
traC_2,3323,209,0.017322863,0.074371735,0,0.000333333,0.016,0.992666667,137,72
group_650,3324,11,0.057963224,0.091476746,0,0.040650407,0.048780488,0.27100271,8,3
group_1154,3327,419,0.049613788,0.082437891,0,0,0.186567164,0.194029851,298,121
group_1281,3328,416,0.055836463,0.063024683,0.000652316,0.002609263,0.127853881,0.133724723,295,121
dxs,3329,418,0.002526935,0.016213994,0.001044932,0.001567398,0.001567398,0.247648903,297,121
pta,3330,419,0.011668667,0.072640102,0,0.000665336,0.000665336,0.480372588,298,121
mnmC_2,3331,417,0.005613685,0.061463586,0.000908265,0.000908265,0.00181653,0.892824705,296,121
slyD,3333,419,0.004820347,0.055764156,0,0,0,0.989648033,298,121
group_2522,3335,4,0,0,0,0,0,0,4,0
group_723,3336,417,0.017075876,0.067729038,0,0,0.002624672,0.50656168,296,121
group_104,3337,652,0.427943814,0.369091442,0.001172791,0.254104769,0.718921032,0.94370602,488,164
yhaV,3338,280,0.002088787,0.002027921,0,0.002298851,0.004597701,0.006896552,165,115
group_339,3339,417,0.066528113,0.071316778,0.001564945,0.014084507,0.13771518,0.255086072,296,121
leuA,3340,418,0.004159412,0.044323245,0.000557414,0.001114827,0.001672241,0.644927536,297,121
atm1,3341,417,0.005452403,0.06326051,0.000537634,0.001075269,0.001612903,0.919354839,296,121
group_814,3342,417,0.005670663,0.035051534,0,0,0,0.329218107,296,121
bepA,3343,419,0.000322416,0.000673615,0,0,0,0.005249344,298,121
group_2241,3344,418,6.40E-05,0.000411136,0,0,0,0.005376344,297,121
group_2466,3345,208,0.004939077,0.005776894,0,0,0.011695906,0.011695906,137,71
PGdx,3347,419,0.001440091,0.001397642,0,0.001355014,0.002710027,0.005420054,298,121
rppH,3348,416,0.003401881,0.003886351,0,0.003284072,0.004926108,0.013136289,295,121
cysA,3350,836,0.23395143,0.226424713,0.001523616,0.436262062,0.459624175,0.757745048,594,242
group_3765,3351,3,0.003445306,0.002547838,0,0.003875969,0.005813953,0.005813953,1,2
group_1844,3352,272,0.000739367,0.000732479,0,0.001333333,0.001333333,0.002666667,164,108
group_1637,3354,2,0.32152231,0.32152231,0,0.32152231,0.643044619,0.643044619,2,0
group_1010,3355,4,0.117077465,0.105766984,0,0.11971831,0.194835681,0.307511737,0,4
nadK,3357,419,0.000575995,0.000588145,0,0.001122334,0.001122334,0.003367003,298,121
nuoI,3358,418,0.004106286,0.049070143,0,0,0.002083333,0.7125,297,121
group_133,3359,11,0.193351318,0.218533246,0.032815199,0.143350604,0.200345423,0.744386874,7,4
group_714,3360,398,0.005580055,0.011829604,0,0,0.009090909,0.112121212,292,106
group_529,3361,172,0.001448214,0.002749995,0,0,0.003546099,0.021276596,132,40
group_967,3362,3,0.248248248,0.204557194,0,0.228228228,0.348348348,0.540540541,3,0
group_2728,3363,3,0,0,0,0,0,0,0,3
group_2515,3364,15,0,0,0,0,0,0,0,15
group_2332,3365,2,0.003384095,0.003384095,0,0.003384095,0.00676819,0.00676819,1,1
waaA,3366,417,0.000806305,0.000659146,0,0.000786164,0.001572327,0.003930818,296,121
glnD,3369,418,0.064341108,0.216728448,0.000382702,0.000765404,0.001530808,0.932261768,297,121
piiC_1,3370,853,0.223456093,0.127371875,0.128164557,0.194620253,0.309335443,0.598101266,596,257
group_1163,3371,330,0.031270934,0.148125876,0,0,0,0.745238095,278,52
panD,3372,419,0,0,0,0,0,0,298,121
group_1744,3373,416,0,0,0,0,0,0,297,119
group_1491,3374,15,0.007037037,0.006989974,0,0.010416667,0.010416667,0.020833333,12,3
epsE,3375,416,0.089877461,0.134542769,0.004775549,0.008595989,0.171919771,0.615090735,296,120
ruvA,3376,417,0.001097389,0.0011012,0,0.001709402,0.001709402,0.006837607,296,121
group_4084,3377,419,0.002147268,0.002354385,0,0,0.004694836,0.009389671,298,121
group_75,3378,403,0.204305634,0.289121367,0.000983284,0.006882989,0.327433628,0.994100295,276,127
group_2372,3380,2,0,0,0,0,0,0,2,0
group_2555,3381,11,0,0,0,0,0,0,0,11
group_2680,3382,3,0.003197442,0.002398082,0,0.003597122,0.004796163,0.005995204,2,1
group_754,3383,281,0.001966495,0.006746703,0,0.001447178,0.001447178,0.078147612,165,116
group_481,3384,11,0.125698544,0.116565191,0,0.178571429,0.195238095,0.383333333,10,1
yffB,3385,417,0.007301148,0.036594923,0,0,0,0.197333333,296,121
lolB,3386,419,0.006330105,0.009464228,0,0.003436426,0.008591065,0.04467354,298,121
group_1977,3387,368,0.000763781,0.001410068,0,0,0,0.003367003,254,114
group_1539,3388,7,0.056442379,0.093337297,0.00330033,0.004950495,0.00660066,0.222772277,4,3
group_1123,3393,417,0.004118622,0.005134187,0,0.002178649,0.008714597,0.045751634,297,120
group_3199,3394,3,0,0,0,0,0,0,3,0
secY,3398,416,0.002409232,0.013816369,0.000762777,0.000762777,0.001525553,0.144927536,295,121
group_854,3399,416,0.007847292,0.031034014,0,0,0.000952381,0.165714286,295,121
group_1677,3403,2,0.166666667,0.166666667,0,0.166666667,0.333333333,0.333333333,2,0
rplE,3404,416,0.000217421,0.00092888,0,0,0,0.012962963,295,121
tesA,3405,419,0.001186566,0.012659097,0,0,0,0.185358255,298,121
fur,3406,417,0.000333255,0.000832961,0,0,0,0.004597701,296,121
etfB,3407,418,0.001660188,0.001674517,0,0.001333333,0.002666667,0.010666667,297,121
group_1451,3408,38,0.002762755,0.002942197,0,0.001763668,0.005291005,0.007054674,26,12
group_1784,3410,414,0.0001652,0.000649006,0,0,0,0.005333333,294,120
ascD,3413,419,0.004070219,0.003678943,0,0.003956479,0.005934718,0.019782394,298,121
group_401,3414,298,0.112912024,0.224061094,0,0.002409639,0.008835341,0.995983936,178,120
group_226,3415,35,0.15277774,0.21172406,0,0.001114827,0.420289855,0.889632107,33,2
msrAB,3418,418,0.002687888,0.013012957,0.001246106,0.001869159,0.001869159,0.208722741,297,121
group_1305,3419,418,0.003487859,0.018693811,0,0,0,0.106349206,297,121
group_1522,3420,40,0.119206606,0.20248751,0,0,0.459196891,0.466321244,22,18
group_3257,3423,3,0.001496446,0.001673077,0,0,0.003367003,0.003367003,3,0
group_1138,3424,418,0.000820526,0.005806533,0,0,0.001610306,0.085346216,297,121
group_3182,3425,2,0.003921569,0.003921569,0,0.003921569,0.007843137,0.007843137,0,2
gspA,3426,868,0.247138933,0.160576416,0.081266491,0.312401055,0.367810026,0.918205805,610,258
group_168,3427,461,0.224612841,0.271665625,0.00432121,0.106229744,0.306085704,0.995318689,338,123
group_355,3428,8,0.319350091,0.278083024,0.018115942,0.329710145,0.495923913,0.72826087,8,0
group_572,3429,323,0.005356609,0.018609725,0,0.006535948,0.006535948,0.248366013,216,107
glpR,3434,418,0.055287726,0.065407286,0,0.065637066,0.118404118,0.835263835,297,121
group_1090,3435,419,0.00213944,0.02263804,0,0.000960615,0.000960615,0.330451489,298,121
group_1345,3436,418,0.002057224,0.027901477,0,0,0,0.405997693,297,121
prtR_1,3439,163,0.017331502,0.016768627,0,0.017167382,0.034334764,0.037195994,137,26
pip,3440,422,0.028179151,0.106578579,0.001066098,0.002132196,0.003198294,0.990405117,301,121
virB1,3441,3,0,0,0,0,0,0,0,3
group_2940,3444,3,0,0,0,0,0,0,0,3
group_3159,3445,5,0,0,0,0,0,0,0,5
tfdR,3446,417,0.008049601,0.048414826,0,0.001663894,0.001663894,0.361064892,296,121
clpP,3447,419,0.000378735,0.00075197,0,0,0,0.004878049,298,121
dtd,3451,418,0.000134521,0.000511155,0,0,0,0.004065041,297,121
metP,3452,416,0.001560306,0.001262612,0,0.001455604,0.002911208,0.00727802,295,121
pgk,3453,417,0.020114345,0.081722833,0.004187605,0.007537688,0.011725293,0.695979899,296,121
group_2640,3454,10,0,0,0,0,0,0,2,8
group_2595,3455,4,0,0,0,0,0,0,3,1
group_2833,3456,7,0.000477384,0.000574846,0,0,0.001169591,0.001169591,4,3
ydiO,3457,406,0.00023952,0.000692079,0,0,0,0.004357298,287,119
hisA,3458,419,0.001486647,0.001128264,0,0.001355014,0.002710027,0.004065041,298,121
group_266,3459,431,0.060613143,0.189974037,0,0.00143472,0.00143472,0.967001435,307,124
group_441,3460,417,0.009202743,0.048627153,0,0,0.003278689,0.68852459,296,121
group_794,3461,416,0.003587393,0.025316041,0,0.001782531,0.001782531,0.509803922,297,119
yqiC,3462,418,0.000131832,0.000628562,0,0,0,0.00623053,297,121
ligA_2,3463,419,0.00647003,0.005257185,0.003152088,0.005910165,0.009456265,0.052403467,298,121
group_417,3464,414,0.006711473,0.050810146,0.000951022,0.001426534,0.001902045,0.668568711,293,121
group_230,3465,11,0.402026126,0.290978073,0.136476427,0.395781638,0.636476427,0.897022333,9,2
group_859,3466,417,0.003211774,0.014472812,0.001212121,0.002424242,0.002424242,0.202424242,296,121
queF,3467,420,0.00911941,0.065188975,0,0,0,0.953781513,299,121
hsdR_1,3468,454,0.146962795,0.281516324,0.002579813,0.004192196,0.107062238,0.998387617,329,125
alaA,3471,417,0.000945364,0.000938724,0,0.000823045,0.001646091,0.004115226,296,121
group_1809,3472,407,0,0,0,0,0,0,295,112
group_1447,3473,416,0.002331187,0.020024725,0,0,0.001157407,0.302083333,295,121
group_1260,3474,415,0.002275111,0.027615097,0,0,0,0.403755869,296,119
group_3728,3475,4,0.000529661,0.000495889,0,0.00047081,0.00094162,0.001412429,0,4
group_1792,3476,418,0.004663612,0.006744819,0.000730994,0.002192982,0.002923977,0.024122807,297,121
group_1388,3479,418,0.003095765,0.004209427,0,0.001675042,0.003350084,0.018425461,297,121
rpsU,3480,417,0.004749023,0.004718439,0,0.004694836,0.009389671,0.018779343,296,121
nqrC,3481,419,0.001917765,0.003356348,0,0,0.002574003,0.011583012,298,121
group_343,3482,10,0.026938776,0.019807954,0.006802721,0.023809524,0.044217687,0.068027211,0,10
group_2765,3484,2,0,0,0,0,0,0,2,0
group_2142,3485,138,0,0,0,0,0,0,135,3
group_2558,3486,4,0.003125,0.003125,0,0.003125,0.00625,0.00625,0,4
group_2916,3487,3,0,0,0,0,0,0,0,3
group_78,3488,388,0.250749121,0.22130518,0.041874377,0.24227318,0.389830508,0.886340977,268,120
murU,3489,419,0.001557568,0.011018574,0,0,0.001436782,0.162356322,298,121
mltA,3490,418,0.01678335,0.014456369,0.009049774,0.015082956,0.024886878,0.188536953,297,121
group_1534,3491,8,0.004960317,0.009374119,0,0,0,0.022675737,0,8
group_38,3496,353,0.108080151,0.088846709,0.032172996,0.119725738,0.146097046,0.938291139,238,115
group_4121,3497,419,0.000708839,0.001281335,0,0,0,0.008333333,298,121
group_2102,3498,417,0.001476144,0.002157545,0,0,0.00462963,0.00462963,296,121
group_2725,3499,6,0,0,0,0,0,0,0,6
group_2518,3500,7,0.000658328,0.001155986,0,0,0,0.002688172,6,1
nuoD,3502,417,0.000680049,0.000681086,0,0.000795545,0.000795545,0.00318218,297,120
hexR,3503,418,0.000527691,0.000614603,0,0,0.001177856,0.002355713,297,121
ptsN,3504,419,0.001608355,0.001922435,0,0.002222222,0.002222222,0.013333333,298,121
group_1086,3505,413,0.005010325,0.004290109,0,0.005050505,0.01010101,0.02020202,298,115
group_1574,3506,2,0.058035714,0.058035714,0,0.058035714,0.116071429,0.116071429,2,0
group_1353,3507,418,0.001647834,0.002839231,0,0.002331002,0.002331002,0.03030303,297,121
group_1749,3508,416,0.001971654,0.001987351,0,0.002754821,0.002754821,0.013774105,297,119
typA,3509,417,0.017791767,0.087188246,0.000551876,0.001103753,0.001655629,0.767660044,296,121
zapA,3512,417,0.002005997,0.013332773,0,0,0.003257329,0.195439739,296,121
era,3513,419,0.008979176,0.070870863,0,0,0.001068376,0.61965812,298,121
kmo,3514,419,0.0009717,0.003486976,0,0,0,0.032407407,298,121
ubiX,3516,417,0.006255814,0.013376004,0,0,0.001692047,0.040609137,296,121
group_270,3519,264,0.137294561,0.161297443,0,0.005376344,0.325268817,0.577956989,180,84
group_1849,3521,281,0.00173882,0.001663559,0,0.001718213,0.003436426,0.006872852,165,116
minE,3526,416,7.26E-05,0.000520883,0,0,0,0.007575758,295,121
dld,3527,417,0.028920806,0.097798982,0.002949853,0.005899705,0.009439528,0.460176991,296,121
group_3154,3528,4,0,0,0,0,0,0,2,2
group_1852,3530,279,6.43E-05,0.000758671,0,0,0,0.009009009,165,114
gmhA,3531,417,0.001726788,0.001360606,0,0.001683502,0.003367003,0.006734007,296,121
group_1621,3533,2,0.099439776,0.099439776,0,0.099439776,0.198879552,0.198879552,2,0
gatB,3534,419,0.005392827,0.054038799,0.000698812,0.000698812,0.001397624,0.78546471,298,121
group_799,3536,414,0.010608753,0.04320229,0.002222222,0.006666667,0.011111111,0.864444444,293,121
nbaC,3537,418,0.000394414,0.00104325,0,0,0,0.00617284,297,121
dpnC,3538,411,0.006561011,0.028613759,0,0,0,0.280645161,297,114
group_2598,3539,11,0.00241651,0.00256833,0,0.002923977,0.002923977,0.00877193,10,1
dtpT,3540,430,0.055815029,0.1913726,0,0.000685871,0.001371742,0.989026063,298,132
group_2257,3541,4,0.002415459,0.002415459,0,0.002415459,0.004830918,0.004830918,3,1
group_2470,3542,204,6.71E-05,0.000388306,0,0,0,0.002314815,135,69
macA,3543,419,0.010527889,0.008226429,0.006785411,0.010178117,0.014418999,0.10178117,298,121
hfq,3544,419,0.000381672,0.00107356,0,0,0,0.003401361,298,121
group_3027,3545,2,0,0,0,0,0,0,0,2
gloB,3546,418,0.001967406,0.002216642,0,0.002656042,0.002656042,0.018592297,297,121
cycA,3547,395,0.028591155,0.024261386,0.006097561,0.038617886,0.048780488,0.24796748,276,119
group_1175,3548,417,0.013959584,0.058766599,0,0.002824859,0.005649718,0.333333333,296,121
group_1752,3549,414,0.004718629,0.004371495,0,0.005464481,0.005464481,0.021857923,298,116
ttcA,3550,419,0.00289847,0.002450464,0,0.002083333,0.005208333,0.009375,298,121
group_1487,3551,48,0.013580429,0.010136668,0,0.01572327,0.01572327,0.028301887,27,21
prpB,3552,608,0.431956604,0.374728795,0.110730594,0.328767123,0.869863014,1,441,167
ccoP2,3553,416,0.013214514,0.039119432,0.001514005,0.002271007,0.003785011,0.414837245,295,121
group_899,3554,3,0.010457516,0.007843137,0,0.011764706,0.015686275,0.019607843,3,0
group_125,3555,381,0.028466247,0.101871969,0.001145147,0.001717721,0.003149155,0.974806756,268,113
group_971,3556,3,0.025341131,0.021398147,0,0.020467836,0.038011696,0.055555556,2,1
group_2503,3557,3,0,0,0,0,0,0,3,0
dnrN,3559,418,0.001393324,0.015926869,0,0,0,0.258536585,298,120
dadX,3560,417,0.000455763,0.000592895,0,0,0.000944287,0.003777148,296,121
uppP,3561,419,0.000686101,0.0007431,0,0.001216545,0.001216545,0.00243309,298,121
thiG,3562,417,0.004226178,0.0266286,0,0.002306805,0.003460208,0.415224913,296,121
polA,3563,418,0.000235531,0.000281872,0,0,0.000358038,0.00179019,297,121
group_3067,3565,2,0,0,0,0,0,0,2,0
group_1889,3568,417,0.000687626,0.001852337,0,0,0,0.011299435,296,121
group_1135,3569,359,0.002875371,0.005985393,0,0.002688172,0.002688172,0.037634409,256,103
group_2543,3571,4,0.004557292,0.004065754,0,0.005208333,0.006510417,0.010416667,1,3
group_2696,3572,7,0.001943635,0.002340446,0,0,0.004761905,0.004761905,1,6
lpxL_1,3573,419,0.039074146,0.040547445,0,0.001082251,0.081168831,0.083333333,298,121
group_165,3574,417,0.032680815,0.057564215,0.003642987,0.014571949,0.038251366,0.420765027,296,121
group_358,3575,541,0.353514721,0.337189689,0.001360544,0.346938776,0.688435374,0.971428571,404,137
group_931,3576,208,0.010930951,0.011446654,0,0.002777778,0.025,0.030555556,137,71
yfgD,3577,417,0.003050261,0.002678404,0,0.002824859,0.005649718,0.014124294,296,121
ychF,3578,419,0.000848395,0.000795314,0,0.000915751,0.000915751,0.003663004,298,121
group_1789,3581,417,0.000390387,0.000762493,0,0,0,0.003623188,297,120
group_3940,3582,419,0.000125615,0.000599604,0,0,0,0.005899705,298,121
group_1661,3584,2,0.011363636,0.011363636,0,0.011363636,0.022727273,0.022727273,1,1
rubA,3585,417,0.000632924,0.001854076,0,0,0,0.011695906,296,121
nqo3,3586,419,0.008091678,0.0534754,0.000883392,0.001766784,0.005300353,0.987632509,298,121
rpmC,3587,416,7.46E-05,0.000618763,0,0,0,0.005208333,295,121
fbpA,3589,419,0.001019932,0.000956692,0,0.001004016,0.002008032,0.006024096,298,121
hpnE,3591,410,0.004430907,0.028492771,0.000727802,0.001455604,0.001455604,0.409024745,292,118
dnaC_2,3592,396,0.079512699,0.174063984,0.003831418,0.007662835,0.026819923,0.789272031,280,116
group_2177,3594,393,0.00319415,0.003205109,0,0,0.006410256,0.006410256,291,102
ydfG,3595,418,0.005270137,0.024666916,0,0.001212121,0.001212121,0.227878788,297,121
ccoN1,3596,416,0.000479138,0.000520856,0,0.00069735,0.00069735,0.00348675,295,121
group_684,3597,418,0.002961824,0.003331472,0,0.003367003,0.006734007,0.013468013,298,120
lptD,3598,417,0.008609198,0.067418235,0.001246883,0.002078138,0.002909393,0.833333333,296,121
group_1326,3599,416,0.00131053,0.001460068,0,0,0.002469136,0.009876543,297,119
group_1501,3600,181,0.060042269,0.139932018,0,0,0.002487562,0.395522388,160,21
aspA,3604,419,0.004838786,0.003117654,0.00286123,0.004291845,0.007153076,0.014306152,298,121
virD2,3606,3,0,0,0,0,0,0,0,3
gnd,3607,417,0.001465266,0.000855612,0.000690131,0.001380262,0.002070393,0.004830918,296,121
group_2004,3608,126,0.001247844,0.001397344,0,0,0.002911208,0.004366812,41,85
group_2850,3610,5,0,0,0,0,0,0,5,0
group_984,3611,122,0.005095296,0.024796524,0,0,0.005050505,0.202020202,90,32
bcgIA,3612,419,0.026833653,0.065266282,0,0,0.002424242,0.543030303,298,121
group_1472,3613,4,0.117373154,0.150203822,0.000481696,0.002247913,0.311014772,0.311496468,2,2
group_1255,3614,416,0.003723444,0.008652922,0.00129199,0.003875969,0.005167959,0.127906977,296,120
group_1180,3615,278,0.003336586,0.021755097,0,0,0.00330033,0.260726073,164,114
group_3307,3616,2,0,0,0,0,0,0,0,2
group_1068,3618,419,0.006592701,0.061908768,0.000439174,0.002195872,0.003952569,0.901624945,298,121
nosD_1,3619,419,0.002233463,0.001676644,0.001297017,0.002594034,0.003891051,0.007782101,298,121
lon,3620,418,0.000795482,0.000500095,0.000406009,0.000812018,0.001218027,0.002436054,297,121
group_462,3621,19,0.067498095,0.09854888,0,0.008733624,0.218340611,0.254730713,7,12
hemA,3622,419,0.000925641,0.000747695,0,0.000801282,0.001602564,0.004807692,298,121
group_2663,3623,2,0,0,0,0,0,0,2,0
group_2044,3624,412,4.48E-05,0.000642778,0,0,0,0.009259259,291,121
group_2391,3625,344,0,0,0,0,0,0,249,95
group_96,3628,423,0.049185621,0.144894792,0,0,0,0.985576923,299,124
mbeA,3629,397,0.018467614,0.087732527,0,0,0,0.702143385,286,111
ispE,3630,419,0.002044752,0.001699866,0,0.001182033,0.003546099,0.008274232,298,121
group_1432,3631,288,0.094513852,0.190230413,0,0,0,0.480825959,210,78
group_1994,3636,368,4.95E-05,0.00047348,0,0,0,0.00913242,259,109
group_2137,3637,417,7.88E-05,0.000426468,0,0,0,0.004728132,296,121
group_2963,3639,4,0,0,0,0,0,0,3,1
nosZ_1,3640,419,0.002260718,0.011638525,0.00062422,0.001248439,0.002496879,0.172284644,298,121
aidA_I,3641,2,0,0,0,0,0,0,2,0
virF,3642,433,0.072344447,0.182732674,0,0.002355713,0.003533569,0.924617197,297,136
group_3009,3643,4,0.007768362,0.006883329,0,0.008474576,0.012711864,0.016949153,3,1
group_1694,3644,418,0.000128722,0.00061372,0,0,0,0.006060606,297,121
group_1541,3645,45,0.013201106,0.013627507,0,0.005464481,0.027322404,0.032786885,20,25
porB,3646,237,0.030686263,0.01385483,0.021798365,0.030881017,0.039963669,0.084468665,156,81
rlmK,3649,419,0.00503864,0.047289724,0,0.001054852,0.002109705,0.662447257,298,121
group_1914,3652,89,0,0,0,0,0,0,79,10
group_1140,3653,418,0.214939847,0.217107882,0,0,0.434250765,0.434250765,297,121
group_1767,3654,417,0.000242952,0.000766291,0,0,0,0.005249344,296,121
rluF,3657,419,0.000454842,0.000833679,0,0,0.001317523,0.006587615,298,121
vapD_1,3658,147,4.74E-05,0.000405112,0,0,0,0.003508772,101,46
mfpsA,3659,513,0.438142685,0.380705558,0.001663894,0.441763727,0.700499168,0.995008319,358,155
rne,3660,417,0.015785962,0.104372195,0.000362319,0.001086957,0.001811594,0.916666667,296,121
folD,3662,417,0.000205495,0.000454443,0,0,0,0.002339181,296,121
group_2978,3663,2,0,0,0,0,0,0,2,0
group_2311,3665,2,0,0,0,0,0,0,1,1
ybaK,3666,418,0.001455078,0.011467312,0,0,0.002079002,0.168399168,298,120
group_110,3667,429,0.103064256,0.24836992,0.004822763,0.006751869,0.009163251,0.999035447,305,124
group_944,3668,32,0.04529313,0.0382228,0,0.051652893,0.076446281,0.095041322,16,16
intA_2,3669,419,0.014562444,0.070291796,0,0.000783699,0.003134796,0.793887147,298,121
acnD,3670,420,0.012860946,0.081846831,0.002083333,0.002604167,0.0046875,0.9921875,299,121
group_3161,3671,2,0,0,0,0,0,0,0,2
trkH,3673,419,0.001501579,0.001140184,0.000685871,0.001371742,0.002057613,0.005486968,298,121
group_1429,3674,417,0.001247284,0.001783396,0,0,0.003584229,0.010752688,296,121
group_1867,3675,288,0,0,0,0,0,0,193,95
chrR,3677,419,0.002134446,0.010675853,0,0,0.001727116,0.164075993,298,121
group_1614,3678,3,0.110365399,0.123392267,0,0,0.248322148,0.248322148,0,3
group_1033,3679,418,0.002676927,0.022728385,0,0.001666667,0.001666667,0.331666667,297,121
dmlR_1,3681,417,0.004447054,0.041679314,0,0,0,0.612938596,296,121
pcs,3682,419,0.003182515,0.011125766,0,0,0.00669344,0.159303882,298,121
group_2678,3683,3,0,0,0,0,0,0,3,0
group_2790,3684,2,0,0,0,0,0,0,1,1
dgkA,3685,417,0.014852506,0.085562955,0,0,0,0.518229167,296,121
group_2445,3687,11,0,0,0,0,0,0,4,7
lpxD,3688,417,0.00689322,0.005406502,0.001915709,0.006704981,0.012452107,0.016283525,296,121
group_644,3689,7,0.057910344,0.071222484,0.002849003,0.025641026,0.045584046,0.188034188,7,0
group_837,3690,417,0.009872381,0.008000787,0,0.007936508,0.015873016,0.035714286,296,121
pilE1_5,3691,17,0.000369089,0.001045978,0,0,0,0.003333333,17,0
group_479,3692,35,0.007292517,0.007736215,0.002564103,0.005128205,0.012820513,0.041025641,8,27
ycfH,3693,419,0.001221491,0.001270049,0,0.001282051,0.001282051,0.006410256,298,121
group_1469,3694,3,0.193518519,0.216360281,0,0,0.435416667,0.435416667,2,1
glyA,3697,417,0.024042736,0.097852795,0,0.000799361,0.000799361,0.632294165,296,121
group_1581,3698,6,0.014054233,0.014774938,0,0.00297619,0.029761905,0.032738095,6,0
group_1654,3699,3,0.136752137,0.152893537,0,0,0.307692308,0.307692308,3,0
prfA,3700,416,0.000941768,0.002521771,0,0.000928505,0.00185701,0.037140204,295,121
purC,3701,419,0.002046592,0.005993699,0.001156069,0.001156069,0.002312139,0.089017341,298,121
group_439,3702,69,0.174728371,0.168907075,0,0.254515599,0.315270936,0.674876847,68,1
smc_1,3703,416,0.00382168,0.004463391,0.000558347,0.001675042,0.006700168,0.016192071,295,121
group_2638,3704,4,0,0,0,0,0,0,1,3
sdhB,3706,419,0.002876397,0.007684447,0,0.001412429,0.002824859,0.059322034,298,121
dsbC_2,3707,419,0.005481794,0.009977056,0,0.001216545,0.00729927,0.055961071,298,121
iscX,3708,417,7.21E-05,0.000599308,0,0,0,0.005050505,296,121
ihfA,3709,419,3.14E-05,0.000320161,0,0,0,0.00330033,298,121
glnQ_2,3710,418,0.006084413,0.054560541,0,0.00136612,0.00136612,0.927595628,296,122
group_1954,3711,105,0.000933431,0.001938793,0,0,0,0.009389671,59,46
group_3052,3713,2,0.004310345,0.004310345,0,0.004310345,0.00862069,0.00862069,0,2
group_150,3717,310,0.090773347,0.203889005,0.000849618,0.002548853,0.099405268,0.983857264,225,85
group_904,3718,29,0.007412326,0.005613977,0,0.008658009,0.012987013,0.017316017,22,7
uvrB,3719,419,0.015005309,0.077426744,0.000986193,0.001972387,0.00295858,0.493096647,298,121
group_2938,3720,3,0.000667334,0.000746102,0,0,0.001501502,0.001501502,0,3
group_2351,3721,29,0,0,0,0,0,0,22,7
group_2576,3722,13,0.001084813,0.001828451,0,0,0.004166667,0.004166667,10,3
group_2520,3724,2,0,0,0,0,0,0,1,1
group_2307,3725,8,0,0,0,0,0,0,6,2
group_4119,3726,420,0.000134197,0.001600837,0,0,0,0.028248588,299,121
degQ,3727,419,0.00019286,0.000370241,0,0,0,0.002666667,298,121
leuC,3728,399,0.00388683,0.04001206,0.00070922,0.00070922,0.00141844,0.570212766,287,112
ycnE,3729,417,0.000565847,0.00499432,0,0,0,0.074829932,296,121
group_106,3730,423,0.049096646,0.128439133,0.007942238,0.018772563,0.027075812,0.967870036,302,121
group_952,3731,3,0.074837724,0.076460422,0,0.017182131,0.151202749,0.16838488,2,1
group_1699,3734,418,0.00124,0.000828248,0.000496032,0.001488095,0.001984127,0.004960317,297,121
group_1771,3735,269,0.000731396,0.00112264,0,0,0.00243309,0.00486618,173,96
group_1283,3737,416,0.000167831,0.001905927,0,0,0,0.02891933,295,121
